Hour,Date,Charging power,Price,Energy Purchase from grid,Cost of energy supply from grid at DT,Cost of energy supply on route,EVs slow charging,EVs fast charging 50kW,EVs fast charging 150kW,EVs fast charging 350kW,EVs route charging,Slow Charging Hourly,Fast Charging Hourly 50kW,Fast Charging Hourly 150kW,Fast Charging Hourly 350kW,Route Charging Hourly
0,496,7771.473190906704,18.25037088,8061.69418143849,5220.81115649657,0.0,283.0,0.0,0.0,0.0,0.0,7771.473190906698,0.0,0.0,0.0,0.0
1,496,7895.114902409448,16.41638016,8189.953218267063,4840.93317217581,0.0,286.0,0.0,0.0,0.0,0.0,7895.114902409444,0.0,0.0,0.0,0.0
2,496,8072.794033482204,15.94509984,8374.267669587349,4651.785839424092,0.0,287.0,0.0,0.0,0.0,0.0,8072.7940334822,0.0,0.0,0.0,0.0
3,496,8894.453363278204,15.1529232,9226.611372695234,5000.079243756378,0.0,310.0,0.0,0.0,0.0,0.0,8894.453363278197,0.0,0.0,0.0,0.0
4,496,8341.315800942202,16.0436592,8652.817220894402,4898.655153540255,0.0,308.0,0.0,0.0,0.0,0.0,8341.315800942199,0.0,0.0,0.0,0.0
5,496,8025.6439045950465,18.2028264,8325.356747505235,5375.1144227180675,0.0,303.0,0.0,0.0,0.0,0.0,8025.643904595042,0.0,0.0,0.0,0.0
6,496,6494.3489479353675,24.70242288,6736.8765020076435,5410.441433108901,0.0,282.0,0.0,0.0,0.0,0.0,6494.348947935363,0.0,0.0,0.0,0.0
7,496,4566.0335305498775,32.1121896,4736.549305549666,4395.999520045965,342.3353196390794,251.0,0.0,0.0,0.0,1.0,4528.953615029418,0.0,0.0,0.0,37.07991552045758
8,496,3422.150605528671,34.87856112,3549.9487609218577,3411.4766197708445,0.0,223.0,0.0,0.0,0.0,0.0,3422.1506055286686,0.0,0.0,0.0,0.0
9,496,3060.617510494369,37.0343736,3174.914429973412,3214.737708714656,953.0654009088219,162.0,0.0,0.0,0.0,4.0,2957.3866063959263,0.0,0.0,0.0,103.23090409843866
10,496,1043.6485341856298,38.02366896,1082.622960773475,1089.7124219277646,737.8247665267672,39.0,0.0,0.0,0.0,3.0,963.7313347550879,0.0,0.0,0.0,79.91719943053974
11,496,20.77324980657625,37.5942648,21.549014322174536,1.8667331936775249,184.1048530909789,3.0,0.0,0.0,0.0,3.0,0.8320050448117939,0.0,0.0,0.0,19.941244761764455
12,496,0.0,36.20425392,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,496,0.0451790373540141,35.80168752,0.0468662213215914,0.0,0.4171093697621642,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0451790373540141
14,496,0.0,36.92193264,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,496,0.9513487272836798,38.664073439999996,0.9868762731158504,0.0,8.78319883073107,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9513487272836798
16,496,0.987621638161606,40.890103679999996,1.0245037740265623,0.0,9.118083588836406,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.987621638161606
17,496,7.796449967787771,43.4123904,8.087603701024658,0.0,71.97967293911947,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.796449967787771
18,496,1494.9701312603468,40.44832176,1550.7988913489075,1871.597104649163,305.5863763152891,62.0,0.0,0.0,0.0,1.0,1461.8706630841652,0.0,0.0,0.0,33.099468176172884
19,496,2709.234182453509,35.68114896,2810.4089029600723,2857.873511693023,270.9327138051301,135.0,0.0,0.0,0.0,3.0,2679.8882121042766,0.0,0.0,0.0,29.34597034922982
20,496,4875.049843280805,29.953947839999998,5057.105646556852,4587.297561142319,0.0,192.0,0.0,0.0,0.0,0.0,4875.049843280799,0.0,0.0,0.0,0.0
21,496,5358.485421617417,26.88680832,5558.5948357027155,5036.198777490762,0.0,217.0,0.0,0.0,0.0,0.0,5358.485421617414,0.0,0.0,0.0,0.0
22,496,7219.949539307859,22.8589464,7489.5742109002695,5629.714977989285,0.0,255.0,0.0,0.0,0.0,0.0,7219.949539307854,0.0,0.0,0.0,0.0
23,496,7699.607541279448,19.82223072,7987.144752364573,5239.1008300036065,0.0,264.0,0.0,0.0,0.0,0.0,7699.607541279444,0.0,0.0,0.0,0.0
