date,Consumption_km_Vehicle_0,Consumption_km_Vehicle_1,Consumption_km_Vehicle_2,Consumption_km_Vehicle_3,Consumption_km_Vehicle_4,Consumption_km_Vehicle_5,Consumption_km_Vehicle_6,Consumption_km_Vehicle_7,Consumption_km_Vehicle_8,Consumption_km_Vehicle_9
2023-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 07:00:00,0.0,0.0,0.0,0.2916379310605882,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 08:00:00,0.0,0.19559239588308477,0.0,0.2762564866496924,0.0,0.0,0.20221428313376805,0.0,0.5098397753088001,0.0
2023-01-01 09:00:00,0.18131949059820934,0.2778963561163211,0.17866779579826791,0.4081926704313758,0.11329772784640002,0.11329772784640002,0.11329772784640002,0.0,0.38106285396024403,0.3154795335451102
2023-01-01 10:00:00,0.18132202962994293,0.2872357476311865,0.314524688049661,0.40294998253587383,0.4024769939439048,0.36335680070028453,0.39152077072828473,0.283507354552599,0.15301793007212552,0.3137927339524312
2023-01-01 11:00:00,0.4617591079287514,0.11329772784640002,0.18853535877342337,0.28315245200976696,0.23877763672538124,0.16740963895030642,0.486572320729123,0.37296498882707424,0.19504634513894925,0.11329772784640002
2023-01-01 12:00:00,0.33621649159398637,0.19978018085785545,0.3274022629087974,0.11329772784640002,0.2808162622478103,0.20912416679305984,0.25171861765608256,0.12560610415197265,0.14533725915757137,0.47914562756676354
2023-01-01 13:00:00,0.14492676711546645,0.263272644286211,0.378837483016223,0.11329772784640002,0.11329772784640002,0.36746110381053,0.11329772784640002,0.5052088170420235,0.25122454749634415,0.23574855612797946
2023-01-01 14:00:00,0.30143930698148635,0.11329772784640002,0.5098397753088001,0.33820550652185255,0.3076803262132528,0.45317810682135595,0.3948885794874132,0.40037365884276815,0.4005076485668806,0.36806249487121306
2023-01-01 15:00:00,0.14586344317720742,0.12363210348957233,0.18722384961133828,0.3767364248955787,0.23202282967855664,0.420461772540244,0.3270724786219784,0.24018455866504754,0.3264654452206829,0.18876039219072088
2023-01-01 16:00:00,0.14550587974757365,0.28198911982367236,0.11329772784640002,0.3252100902129575,0.3010361197336436,0.41034198434022384,0.31460005627561144,0.5098397753088001,0.21900683171467564,0.3994069906820106
2023-01-01 17:00:00,0.25495144114951296,0.11329772784640002,0.11329772784640002,0.13273576302178053,0.3459915929508314,0.16548511486293135,0.4515287095617857,0.29961368810245764,0.351804661721142,0.21256872658068623
2023-01-01 18:00:00,0.11329772784640002,0.13849212988735507,0.24469693396095243,0.28933844505220435,0.14744726536017658,0.2699937578306771,0.0,0.4099473554987759,0.2383853248926722,0.5098397753088001
2023-01-01 19:00:00,0.11329772784640002,0.0,0.3469575222496172,0.0,0.11329772784640002,0.22850029750698614,0.0,0.0,0.28476117747923607,0.2965218248002336
2023-01-01 20:00:00,0.0,0.0,0.2521347744133576,0.0,0.435814053023606,0.44474712035076663,0.0,0.0,0.0,0.0
2023-01-01 21:00:00,0.0,0.0,0.11329772784640002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 08:00:00,0.123259004,0.123259004,0.0,0.0,0.24672142179109874,0.5242777015541301,0.0,0.0,0.0,0.0
2023-01-02 09:00:00,0.48325055387804733,0.2271382379452787,0.0,0.0,0.1370862672400674,0.13586053303413984,0.0,0.3659728221310045,0.5546655180000001,0.32478225842387887
2023-01-02 10:00:00,0.198670754652682,0.46205075795025674,0.2834034062502172,0.5546655180000001,0.40425556579641664,0.4281863280600308,0.0,0.5022733121991086,0.35374088583067903,0.16362702377879404
2023-01-02 11:00:00,0.24801880955862732,0.123259004,0.4515984956160431,0.328366701582412,0.123259004,0.123259004,0.27548848061162645,0.22918128123885093,0.5546655180000001,0.2584077086998496
2023-01-02 12:00:00,0.123259004,0.21862165894553443,0.123259004,0.2509967970754998,0.2976723465222429,0.28435648250458145,0.5546655180000001,0.123259004,0.5546655180000001,0.5546655180000001
2023-01-02 13:00:00,0.14506568882699977,0.4153378647617373,0.123259004,0.35621621415507676,0.4071308952609943,0.2070743537327014,0.2174377929685787,0.23155370464010977,0.34647273997303674,0.15870683952834272
2023-01-02 14:00:00,0.2553198515027284,0.1442233649117268,0.3772218829528132,0.12555580268127986,0.23773649810342462,0.14460701590678912,0.14956219124655182,0.42659253293758426,0.35076327134912466,0.5374859204465118
2023-01-02 15:00:00,0.123259004,0.26619366919199366,0.123259004,0.46499455214635865,0.22739770068104376,0.123259004,0.123259004,0.5546655180000001,0.35050266637519867,0.4038015786094431
2023-01-02 16:00:00,0.2998679309203736,0.32037850265432644,0.5546655180000001,0.266250714043099,0.38870415169368494,0.3889266551523606,0.123259004,0.3607396551211618,0.123259004,0.5546655180000001
2023-01-02 17:00:00,0.13560070475735456,0.5546655180000001,0.1408544571031584,0.123259004,0.123259004,0.2467375849097222,0.1985663257165701,0.3658338089204044,0.42389570901631474,0.123259004
2023-01-02 18:00:00,0.18758024001597676,0.35864503161150485,0.234845756567357,0.123259004,0.13994922432327908,0.42165111210626954,0.3355617757512303,0.5234997240120254,0.5546655180000001,0.35202427202087766
2023-01-02 19:00:00,0.13542102838727277,0.24011468342435865,0.27006603120524025,0.3468118896936589,0.123259004,0.0,0.0,0.0,0.0,0.125645106443468
2023-01-02 20:00:00,0.0,0.123259004,0.2129423099142569,0.0,0.13455518122850738,0.0,0.0,0.0,0.0,0.40690632047716874
2023-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123259004
2023-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 08:00:00,0.0,0.0,0.19292608890857377,0.0,0.0,0.0,0.1209049010004,0.20537796160835167,0.44585788618326055,0.0
2023-01-03 09:00:00,0.0,0.0,0.1209049010004,0.3370126894893692,0.2230079743130151,0.43358387531930587,0.1209049010004,0.37817873469017654,0.3692092978214838,0.26480904633065133
2023-01-03 10:00:00,0.1209049010004,0.1209049010004,0.35738877540280484,0.2708957107523914,0.1209049010004,0.38802729552270004,0.2592883044653219,0.25340814593741173,0.5440720545018,0.5316537550088781
2023-01-03 11:00:00,0.2666072529783783,0.1965948731130588,0.1209049010004,0.26252210437443363,0.1209049010004,0.26954167396659573,0.26251496597612395,0.3433934672445266,0.422539770438829,0.5440720545018
2023-01-03 12:00:00,0.1209049010004,0.2540174195775921,0.21512738556188837,0.48466813537308945,0.3032869410232855,0.4693681287545575,0.3225205789421347,0.21875724244956335,0.5440720545018,0.2577493268913868
2023-01-03 13:00:00,0.1209049010004,0.4186815414266094,0.40940462217799906,0.19372326213933974,0.1209049010004,0.20274934867181138,0.4343858794644814,0.40628789265207194,0.27133715967118277,0.45429655840622374
2023-01-03 14:00:00,0.26462644135959484,0.2829928591347573,0.3674497931822927,0.1456728227814076,0.1209049010004,0.4163971568425709,0.15915631878765754,0.1209049010004,0.21897104799039838,0.4418027502111681
2023-01-03 15:00:00,0.35401038215967096,0.23772234843763024,0.15501675109772114,0.2423424248851849,0.188207845676552,0.4706738269084336,0.34105946147968,0.34476406436366563,0.218586372127148,0.40647778381932853
