Hour,Date,Charging energy,Price,Energy Purchase from grid,Cost of energy supply from grid at DT,Cost of energy supply on route,EVs slow charging,EVs fast charging 50kW,EVs fast charging 150kW,EVs fast charging 350kW,EVs route charging,Slow Charging pertime,Fast Charging pertime 50kW,Fast Charging pertime 150kW,Fast Charging pertime 350kW,Route Charging pertime
0,183.0,33.960552339943746,0.39584650126027393,35.228788734382135,15.7897233189636,0.0,4.947945205479452,0.0,0.0,0.0,0.0,33.960552339943746,0.0,0.0,0.0,0.0
1,183.0,33.83415449098289,0.37442668536986295,35.097670633800355,15.360962361427092,0.0,4.912328767123288,0.0,0.0,0.0,0.0,33.83415449098289,0.0,0.0,0.0,0.0
2,183.0,33.32573272418426,0.36670876931506846,34.570262162017535,14.681424349316737,0.0,4.86027397260274,0.0,0.0,0.0,0.0,33.32573272418426,0.0,0.0,0.0,0.0
3,183.0,33.4118170172517,0.37162913095890404,34.659561221216116,14.856167420535238,0.0,4.882191780821918,0.0,0.0,0.0,0.0,33.4118170172517,0.0,0.0,0.0,0.0
4,183.0,34.02271523791624,0.4108589128767123,35.293273068378575,16.706734707858004,0.16716984721795206,4.936986301369863,0.0,0.0,0.0,0.005479452054794521,34.00460830165577,0.0,0.0,0.0,0.01810693626046132
5,183.0,37.315344960342,0.4922313941917808,38.70886406674546,21.018923642719248,0.2278694706360136,5.523287671232877,0.0,0.0,0.0,0.005479452054794521,37.29066336824166,0.0,0.0,0.0,0.02468159210035023
6,183.0,36.24316569725234,0.6577371471780822,37.59664491416291,27.397702392336008,0.5717003267323858,5.301369863013699,0.0,0.0,0.0,0.024657534246575342,36.1812422011883,0.0,0.0,0.0,0.06192349606404717
7,183.0,23.85392489621185,0.7878445032328766,24.74473536951484,19.320309847219082,1.8149525695226203,3.3698630136986303,0.0,0.0,0.0,0.0547945205479452,23.6573390223894,0.0,0.0,0.0,0.1965858738224501
8,183.0,12.563478588699116,0.7928485347945206,13.032654137654914,7.163454520813879,1.3457122065491482,1.83013698630137,0.0,0.0,0.0,0.0547945205479452,12.41771830025941,0.0,0.0,0.0,0.14576028843970545
9,183.0,8.825639078748964,0.7437254189589042,9.155227260113186,5.1068888214047785,1.285956955435593,1.2876712328767124,0.0,0.0,0.0,0.038356164383561646,8.686351156834368,0.0,0.0,0.0,0.1392879219145968
10,183.0,3.2242048116753224,0.6923127899178082,3.3446108004931445,2.018400890528238,2.5287857596152046,0.4301369863013699,0.0,0.0,0.0,0.07123287671232877,2.9503003765889115,0.0,0.0,0.0,0.2739044350864109
11,183.0,0.22475206318717428,0.6435788659726027,0.23314529376262896,0.0,2.0749931144873974,0.0,0.0,0.0,0.0,0.043835616438356165,0.0,0.0,0.0,0.0,0.22475206318717428
12,183.0,0.3048723499831316,0.5977264832876712,0.3162576244638295,0.0,2.8146928577280823,0.0,0.0,0.0,0.0,0.08493150684931507,0.0,0.0,0.0,0.0,0.3048723499831316
13,183.0,0.3783580759456523,0.5759558242191781,0.3924876306490169,0.0,3.493139912776251,0.0,0.0,0.0,0.0,0.0684931506849315,0.0,0.0,0.0,0.0,0.3783580759456523
14,183.0,0.20616381365014874,0.5952167026849314,0.21386287723044478,0.0,1.9033796073509586,0.0,0.0,0.0,0.0,0.07945205479452055,0.0,0.0,0.0,0.0,0.20616381365014874
15,183.0,24.134773224599385,0.6485033477260274,25.036071809750354,19.89697746970332,3.1010055170643938,3.3972602739726026,0.0,0.0,0.0,0.07945205479452055,23.798889031515106,0.0,0.0,0.0,0.33588419308427814
16,183.0,0.31080602501807486,0.7431676195068493,0.3224128890229013,0.10553494193210061,1.5680555518831965,0.019178082191780823,0.0,0.0,0.0,0.049315068493150684,0.14096270456690618,0.0,0.0,0.0,0.16984332045116865
17,183.0,3.304120261068631,0.8199094145753425,3.4275106442621244,3.340003985697441,1.892197499924739,0.4383561643835616,0.0,0.0,0.0,0.06575342465753424,3.099167632986895,0.0,0.0,0.0,0.20495262808173575
18,183.0,21.153441938929735,0.8319065398356165,21.943404500964906,21.101818062881463,1.319812539648659,2.9616438356164383,0.0,0.0,0.0,0.052054794520547946,21.010486962725096,0.0,0.0,0.0,0.14295497620464126
19,183.0,37.37014575603652,0.7423908203835616,38.76571136518385,31.252500648619673,0.5210391776273336,5.493150684931507,0.0,0.0,0.0,0.019178082191780823,37.31370960241486,0.0,0.0,0.0,0.056436153621657256
20,183.0,36.26661318206974,0.6373663745753424,37.620968031193364,26.135374430898874,0.2015021458871709,5.3780821917808215,0.0,0.0,0.0,0.00821917808219178,36.24478755638039,0.0,0.0,0.0,0.021825625689351993
21,183.0,34.51535695673995,0.546627933369863,35.804312195788995,22.226339570404797,0.0,5.035616438356165,0.0,0.0,0.0,0.0,34.51535695673995,0.0,0.0,0.0,0.0
22,183.0,33.89179596046953,0.4637297437808219,35.1574646892844,18.777069615526376,0.0,4.975342465753425,0.0,0.0,0.0,0.0,33.89179596046953,0.0,0.0,0.0,0.0
23,183.0,34.02931787693032,0.4217128661917808,35.300122278973994,17.078490687518904,0.0,4.997260273972603,0.0,0.0,0.0,0.0,34.02931787693032,0.0,0.0,0.0,0.0
