date,Consumption_km_Vehicle_0,Consumption_km_Vehicle_1,Consumption_km_Vehicle_10,Consumption_km_Vehicle_11,Consumption_km_Vehicle_12,Consumption_km_Vehicle_13,Consumption_km_Vehicle_14,Consumption_km_Vehicle_15,Consumption_km_Vehicle_16,Consumption_km_Vehicle_17,Consumption_km_Vehicle_18,Consumption_km_Vehicle_19,Consumption_km_Vehicle_2,Consumption_km_Vehicle_20,Consumption_km_Vehicle_21,Consumption_km_Vehicle_22,Consumption_km_Vehicle_23,Consumption_km_Vehicle_24,Consumption_km_Vehicle_25,Consumption_km_Vehicle_26,Consumption_km_Vehicle_27,Consumption_km_Vehicle_28,Consumption_km_Vehicle_29,Consumption_km_Vehicle_3,Consumption_km_Vehicle_30,Consumption_km_Vehicle_31,Consumption_km_Vehicle_32,Consumption_km_Vehicle_33,Consumption_km_Vehicle_34,Consumption_km_Vehicle_35,Consumption_km_Vehicle_36,Consumption_km_Vehicle_37,Consumption_km_Vehicle_38,Consumption_km_Vehicle_39,Consumption_km_Vehicle_4,Consumption_km_Vehicle_40,Consumption_km_Vehicle_41,Consumption_km_Vehicle_42,Consumption_km_Vehicle_43,Consumption_km_Vehicle_44,Consumption_km_Vehicle_45,Consumption_km_Vehicle_46,Consumption_km_Vehicle_47,Consumption_km_Vehicle_48,Consumption_km_Vehicle_49,Consumption_km_Vehicle_5,Consumption_km_Vehicle_50,Consumption_km_Vehicle_51,Consumption_km_Vehicle_52,Consumption_km_Vehicle_53,Consumption_km_Vehicle_54,Consumption_km_Vehicle_55,Consumption_km_Vehicle_56,Consumption_km_Vehicle_57,Consumption_km_Vehicle_58,Consumption_km_Vehicle_59,Consumption_km_Vehicle_6,Consumption_km_Vehicle_60,Consumption_km_Vehicle_61,Consumption_km_Vehicle_62,Consumption_km_Vehicle_63,Consumption_km_Vehicle_64,Consumption_km_Vehicle_65,Consumption_km_Vehicle_66,Consumption_km_Vehicle_67,Consumption_km_Vehicle_68,Consumption_km_Vehicle_69,Consumption_km_Vehicle_7,Consumption_km_Vehicle_70,Consumption_km_Vehicle_71,Consumption_km_Vehicle_72,Consumption_km_Vehicle_73,Consumption_km_Vehicle_74,Consumption_km_Vehicle_75,Consumption_km_Vehicle_76,Consumption_km_Vehicle_77,Consumption_km_Vehicle_78,Consumption_km_Vehicle_79,Consumption_km_Vehicle_8,Consumption_km_Vehicle_80,Consumption_km_Vehicle_81,Consumption_km_Vehicle_82,Consumption_km_Vehicle_83,Consumption_km_Vehicle_84,Consumption_km_Vehicle_85,Consumption_km_Vehicle_86,Consumption_km_Vehicle_87,Consumption_km_Vehicle_88,Consumption_km_Vehicle_89,Consumption_km_Vehicle_9,Consumption_km_Vehicle_90,Consumption_km_Vehicle_91,Consumption_km_Vehicle_92,Consumption_km_Vehicle_93,Consumption_km_Vehicle_94,Consumption_km_Vehicle_95,Consumption_km_Vehicle_96,Consumption_km_Vehicle_97,Consumption_km_Vehicle_98,Consumption_km_Vehicle_99
2023-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 07:00:00,0.0,0.0,0.374886369128398,0.0,0.0,0.0,0.0,0.0,0.19743245526512668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19554521120951138,0.0,0.0,0.0,0.0,0.0,0.2916379310605882,0.0,0.0,0.0,0.12661240976245494,0.0,0.0,0.0,0.11329772784640002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18913979286090674,0.0,0.40557853670811717,0.0,0.0,0.0,0.0,0.0,0.5098397753088001,0.0,0.0,0.5098397753088001,0.0,0.3409048004883133,0.0,0.0,0.5098397753088001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3937129459701317,0.0,0.0,0.0,0.0,0.3559534216294579,0.0,0.0,0.3984745179130107,0.0,0.0,0.0,0.0,0.5098397753088001,0.16668599050319471,0.0,0.0,0.0
2023-01-01 08:00:00,0.0,0.19559239588308477,0.28883250367440555,0.14957473303256721,0.363918347646839,0.4629599006364579,0.0,0.0,0.17114821426960494,0.3355332995884713,0.4362127019559379,0.3319301286061895,0.0,0.0,0.0,0.0,0.0,0.1872959861169056,0.3115578260064925,0.5098397753088001,0.174098592200086,0.37380077020258534,0.11329772784640002,0.2762564866496924,0.0,0.11329772784640002,0.14994858987512746,0.3390916733924369,0.11329772784640002,0.0,0.0,0.1639162764943267,0.0,0.11329772784640002,0.0,0.0,0.0,0.11329772784640002,0.2962650141038307,0.0,0.35321343527247273,0.3379762618186676,0.0,0.0,0.0,0.0,0.34158094609151823,0.0,0.4316766027746183,0.11329772784640002,0.35453053846296695,0.0,0.0,0.31140573299899804,0.0,0.3003661720257825,0.11497503269204,0.1916105155746655,0.0,0.11436597285458809,0.0,0.35255058634678527,0.5025586390638521,0.39121738698209835,0.0,0.13698427408001682,0.0,0.0,0.19009432051179362,0.33129646059870255,0.34899265102115085,0.39398035844111184,0.0,0.43825134927360615,0.3310580175862993,0.282735440089921,0.4050248007790801,0.0,0.43694422263938354,0.0,0.0,0.16647070619768606,0.2481336138654914,0.0,0.0,0.23307355099005453,0.0,0.11329772784640002,0.0,0.0,0.4672246938868693,0.0,0.0,0.0,0.0,0.5098397753088001,0.12001517991195795,0.2749762108912085,0.0,0.0
2023-01-01 09:00:00,0.18131949059820934,0.2778963561163211,0.1926913956436868,0.5098397753088001,0.2647697022100666,0.11329772784640002,0.25585272070390835,0.30032200091319994,0.11329772784640002,0.23786055623651756,0.2970373584432908,0.3013584320528686,0.17866779579826791,0.11329772784640002,0.41543818333817467,0.19208813379093448,0.3915549689002371,0.43512683277472075,0.2612542740688415,0.3946767588328153,0.2925169265122557,0.2343716564134284,0.21921065053746924,0.4081926704313758,0.17365407668817964,0.22025082330931078,0.17311167918754078,0.38916820767196547,0.15104129458497115,0.21546222864367165,0.2051444730808114,0.4888526141460195,0.2892310339914109,0.3267402732398968,0.11329772784640002,0.1782859578936224,0.0,0.12399553706466716,0.4127687969395459,0.44312236458059645,0.2998640785217662,0.11866067738150805,0.11329772784640002,0.0,0.11329772784640002,0.11329772784640002,0.14922345601466833,0.45147089685753966,0.4591037536266329,0.11329772784640002,0.4004661825085873,0.48044292899966984,0.19914573190174126,0.20748115170491596,0.11329772784640002,0.11329772784640002,0.11329772784640002,0.11329772784640002,0.14447832941516822,0.15108171112949076,0.18496720508059128,0.3169546718457466,0.4130789686282114,0.14348517012940162,0.0,0.26427847482026107,0.5098397753088001,0.0,0.33458208095572434,0.5098397753088001,0.41185071080645974,0.42062056327939934,0.0,0.32009236551773973,0.46544084296354654,0.14787253053116267,0.3427289085459898,0.5098397753088001,0.293823603518516,0.0,0.11329772784640002,0.11329772784640002,0.2579689789370574,0.4394236240570109,0.0,0.49991613717632,0.2809651737512796,0.2900082612637837,0.47450107340739744,0.22824028310338215,0.45650804818611,0.4292744189696493,0.13121005823148169,0.0,0.11329772784640002,0.3553746290364347,0.19314768419891246,0.11329772784640002,0.11329772784640002,0.0
