date,Consumption_rate_corrected_Vehicle_0,Consumption_rate_corrected_Vehicle_1,Consumption_rate_corrected_Vehicle_10,Consumption_rate_corrected_Vehicle_11,Consumption_rate_corrected_Vehicle_12,Consumption_rate_corrected_Vehicle_13,Consumption_rate_corrected_Vehicle_14,Consumption_rate_corrected_Vehicle_15,Consumption_rate_corrected_Vehicle_16,Consumption_rate_corrected_Vehicle_17,Consumption_rate_corrected_Vehicle_18,Consumption_rate_corrected_Vehicle_19,Consumption_rate_corrected_Vehicle_2,Consumption_rate_corrected_Vehicle_20,Consumption_rate_corrected_Vehicle_21,Consumption_rate_corrected_Vehicle_22,Consumption_rate_corrected_Vehicle_23,Consumption_rate_corrected_Vehicle_24,Consumption_rate_corrected_Vehicle_25,Consumption_rate_corrected_Vehicle_26,Consumption_rate_corrected_Vehicle_27,Consumption_rate_corrected_Vehicle_28,Consumption_rate_corrected_Vehicle_29,Consumption_rate_corrected_Vehicle_3,Consumption_rate_corrected_Vehicle_30,Consumption_rate_corrected_Vehicle_31,Consumption_rate_corrected_Vehicle_32,Consumption_rate_corrected_Vehicle_33,Consumption_rate_corrected_Vehicle_34,Consumption_rate_corrected_Vehicle_35,Consumption_rate_corrected_Vehicle_36,Consumption_rate_corrected_Vehicle_37,Consumption_rate_corrected_Vehicle_38,Consumption_rate_corrected_Vehicle_39,Consumption_rate_corrected_Vehicle_4,Consumption_rate_corrected_Vehicle_40,Consumption_rate_corrected_Vehicle_41,Consumption_rate_corrected_Vehicle_42,Consumption_rate_corrected_Vehicle_43,Consumption_rate_corrected_Vehicle_44,Consumption_rate_corrected_Vehicle_45,Consumption_rate_corrected_Vehicle_46,Consumption_rate_corrected_Vehicle_47,Consumption_rate_corrected_Vehicle_48,Consumption_rate_corrected_Vehicle_49,Consumption_rate_corrected_Vehicle_5,Consumption_rate_corrected_Vehicle_50,Consumption_rate_corrected_Vehicle_51,Consumption_rate_corrected_Vehicle_52,Consumption_rate_corrected_Vehicle_53,Consumption_rate_corrected_Vehicle_54,Consumption_rate_corrected_Vehicle_55,Consumption_rate_corrected_Vehicle_56,Consumption_rate_corrected_Vehicle_57,Consumption_rate_corrected_Vehicle_58,Consumption_rate_corrected_Vehicle_59,Consumption_rate_corrected_Vehicle_6,Consumption_rate_corrected_Vehicle_60,Consumption_rate_corrected_Vehicle_61,Consumption_rate_corrected_Vehicle_62,Consumption_rate_corrected_Vehicle_63,Consumption_rate_corrected_Vehicle_64,Consumption_rate_corrected_Vehicle_65,Consumption_rate_corrected_Vehicle_66,Consumption_rate_corrected_Vehicle_67,Consumption_rate_corrected_Vehicle_68,Consumption_rate_corrected_Vehicle_69,Consumption_rate_corrected_Vehicle_7,Consumption_rate_corrected_Vehicle_70,Consumption_rate_corrected_Vehicle_71,Consumption_rate_corrected_Vehicle_72,Consumption_rate_corrected_Vehicle_73,Consumption_rate_corrected_Vehicle_74,Consumption_rate_corrected_Vehicle_75,Consumption_rate_corrected_Vehicle_76,Consumption_rate_corrected_Vehicle_77,Consumption_rate_corrected_Vehicle_78,Consumption_rate_corrected_Vehicle_79,Consumption_rate_corrected_Vehicle_8,Consumption_rate_corrected_Vehicle_80,Consumption_rate_corrected_Vehicle_81,Consumption_rate_corrected_Vehicle_82,Consumption_rate_corrected_Vehicle_83,Consumption_rate_corrected_Vehicle_84,Consumption_rate_corrected_Vehicle_85,Consumption_rate_corrected_Vehicle_86,Consumption_rate_corrected_Vehicle_87,Consumption_rate_corrected_Vehicle_88,Consumption_rate_corrected_Vehicle_89,Consumption_rate_corrected_Vehicle_9,Consumption_rate_corrected_Vehicle_90,Consumption_rate_corrected_Vehicle_91,Consumption_rate_corrected_Vehicle_92,Consumption_rate_corrected_Vehicle_93,Consumption_rate_corrected_Vehicle_94,Consumption_rate_corrected_Vehicle_95,Consumption_rate_corrected_Vehicle_96,Consumption_rate_corrected_Vehicle_97,Consumption_rate_corrected_Vehicle_98,Consumption_rate_corrected_Vehicle_99
2023-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 07:00:00,0.0,0.0,0.3398750748913543,0.0,0.0,0.0,0.0,0.0,0.1631516085210706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16188315097205572,0.0,0.0,0.0,0.0,0.0,0.2408770356350885,0.0,0.0,0.0,0.12172794382764657,0.0,0.0,0.0,0.11329772784640002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19001648278935904,0.0,0.37130053445179434,0.0,0.0,0.0,0.0,0.0,0.5098397753088001,0.0,0.0,0.5098397753088001,0.0,0.3039428511015535,0.0,0.0,0.5098397753088001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35791178040981786,0.0,0.0,0.0,0.0,0.3184344929650776,0.0,0.0,0.36322559143995736,0.0,0.0,0.0,0.0,0.5098397753088001,0.17725934895066298,0.0,0.0,0.0
2023-01-01 08:00:00,0.0,0.16191474429041172,0.2380984250050987,0.1338546000748812,0.32480257873403134,0.489226153746502,0.0,0.0,0.14634631554090433,0.28882621359852795,0.43799441542323786,0.2845541284230879,0.0,0.0,0.0,0.0,0.0,0.1564534258564884,0.261561522048325,0.5098397753088001,0.14814295946919298,0.33835254993810393,0.11329772784640002,0.22603127099338305,0.0,0.11329772784640002,0.13406172133878044,0.2931081280491658,0.11329772784640002,0.0,0.0,0.14203402292081665,0.0,0.11329772784640002,0.0,0.0,0.0,0.11329772784640002,0.2455309134143034,0.0,0.3107364469827385,0.29175912803843085,0.0,0.0,0.0,0.0,0.3045795913208266,0.0,0.4025374341555812,0.11329772784640002,0.3170351988914509,0.0,0.0,0.27742120196747794,0.0,0.2681022179783065,0.11600806895450433,0.19147513752861053,0.0,0.15075829778802133,0.0,0.31509829645917875,0.5012853770104841,0.3551579114464159,0.0,0.16169048647837464,0.0,0.0,0.19057869087533214,0.2950370252843248,0.31164741023026066,0.358208135913928,0.0,0.4108128006273792,0.29481936635771083,0.2538641607335191,0.370664717976262,0.0,0.4393215120999742,0.0,0.0,0.17714127544826888,0.2280814914203067,0.0,0.0,0.21769401673598263,0.0,0.12274415192851364,0.0,0.0,0.4493550027850903,0.0,0.0,0.0,0.0,0.5098397753088001,0.15341747118015328,0.24784007575673495,0.0,0.0
2023-01-01 09:00:00,0.15263375665340884,0.22756943130781548,0.15998374655474923,0.5098397753088001,0.21554448760903003,0.11329772784640002,0.2077404080107808,0.24968531566542315,0.11329772784640002,0.19284347613677533,0.24631644057649288,0.2507578589479512,0.150969021332148,0.11329772784640002,0.4019343387534381,0.1595850978665653,0.36413134762022475,0.4360318617819712,0.2124334004724334,0.36886306257915835,0.24175428268930746,0.1900809000564623,0.17852849436564186,0.3900688982875048,0.14787086540861266,0.1792981523140925,0.14753953328420524,0.3605547044072957,0.13466893223051338,0.17578221749247583,0.16843915135831222,0.5098397753088001,0.23849118396778882,0.2785116104137442,0.11329772784640002,0.1507308034963943,0.0,0.12041763048977337,0.39752146239447367,0.45069125808413196,0.24921290034855365,0.11778989808947013,0.11329772784640002,0.0,0.11329772784640002,0.11329772784640002,0.16793306930382193,0.4279701912516835,0.4382011501063992,0.11329772784640002,0.3654715799225454,0.46812018753679496,0.19599325937681225,0.20111548200229315,0.11951331719945135,0.1490418546418633,0.11329772784640002,0.14341124724105436,0.16548471440330437,0.16890171887771227,0.18757827332229818,0.28222693832482043,0.3800209705258877,0.16497680637709167,0.0,0.23976830207420613,0.5098397753088001,0.0,0.2980526661971563,0.5098397753088001,0.378579029604434,0.3889957725331719,0.0,0.2849811362474915,0.44688085644335424,0.16723236369105957,0.30566370758420264,0.5098397753088001,0.2430642687980667,0.0,0.14958926884401944,0.14225667120527577,0.23513139528790764,0.41230606641901013,0.0,0.4972021723142453,0.25247700132448936,0.25964348548770866,0.4595898207063572,0.18532150442689033,0.4346947526743712,0.39955566083293226,0.15882645322785793,0.0,0.13554367299852924,0.3178645521840264,0.19238828945884315,0.11329772784640002,0.129118203121224,0.0
