Hour,Date,Charging energy,Price,Energy Purchase from grid,Cost of energy supply from grid at DT,Cost of energy supply on route,EVs slow charging,EVs fast charging 50kW,EVs fast charging 150kW,EVs fast charging 350kW,EVs route charging,Slow Charging pertime,Fast Charging pertime 50kW,Fast Charging pertime 150kW,Fast Charging pertime 350kW,Route Charging pertime
0,365,51.69480824866949,1.5107807999999998,53.62531976003059,82.79110157137181,0.0,10.0,0.0,0.0,0.0,0.0,51.69480824866949,0.0,0.0,0.0,0.0
1,365,51.69480824866948,1.37103936,53.62531976003059,74.08409463118383,0.0,10.0,0.0,0.0,0.0,0.0,51.69480824866948,0.0,0.0,0.0,0.0
2,365,51.694808248669496,1.35125808,53.62531976003061,74.23664470238201,0.0,11.0,0.0,0.0,0.0,0.0,51.694808248669496,0.0,0.0,0.0,0.0
3,365,51.69480824866949,1.3603968,53.62531976003059,74.72671148457938,0.0,11.0,0.0,0.0,0.0,0.0,51.69480824866949,0.0,0.0,0.0,0.0
4,365,51.69480824866948,1.41603888,53.62531976003059,77.71053581669258,0.0,11.0,0.0,0.0,0.0,0.0,51.69480824866948,0.0,0.0,0.0,0.0
5,365,51.69480824866949,1.58990592,53.62531976003059,87.0342114324226,0.0,10.0,0.0,0.0,0.0,0.0,51.69480824866949,0.0,0.0,0.0,0.0
6,365,51.69480824866949,2.33581056,53.6253197600306,110.20382448947628,0.0,11.0,0.0,0.0,0.0,0.0,51.69480824866949,0.0,0.0,0.0,0.0
7,365,60.14071279241902,2.53940736,62.386631527405626,136.17426889268287,77.97567472963809,10.0,0.0,0.0,0.0,2.0,51.69480824866949,0.0,0.0,0.0,8.445904543749563
8,365,80.78316599614615,3.840576,83.7999647262927,152.06345845515503,268.5543401997329,9.0,0.0,0.0,0.0,2.0,51.69480824866948,0.0,0.0,0.0,29.088357747476685
9,365,60.264991063087926,3.0290808,62.51555089531944,106.27199568464732,278.7825554652324,7.0,0.0,0.0,0.0,3.0,51.69480824866946,0.0,0.0,0.0,30.19622286162742
10,365,44.61787063203112,2.89072752,46.28409816600738,19.363966273858924,343.60897160277693,2.0,0.0,0.0,0.0,3.0,14.8,0.0,0.0,0.0,37.21787063203112
11,365,67.89026690145039,2.58359712,70.42558807204398,9.761903136929462,626.7877338411915,1.0,0.0,0.0,0.0,3.0,7.4,0.0,0.0,0.0,67.89026690145039
12,365,86.21159411355119,2.4767088,89.43111422567551,0.0,795.9369166085121,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,86.21159411355119
13,365,111.96156802521726,2.45681184,116.14270542034986,0.0,1033.670078241114,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,111.96156802521726
14,365,61.30505931585411,2.45981952,63.59445987121795,0.0,565.9906928538398,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,61.30505931585411
15,365,53.45934651353044,2.62524192,55.45575364474112,0.0,493.556207438196,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,53.45934651353044
16,365,74.32631484923036,3.03926064,77.10198635812279,0.0,686.2076785872928,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,74.32631484923036
17,365,62.07338419105105,3.00606048,64.39147737660898,0.0,573.08414865182,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,62.07338419105105
18,365,43.47506522466754,2.9909064,45.09861537828584,13.68863913692946,401.377676866744,2.0,0.0,0.0,0.0,6.0,14.8,0.0,0.0,0.0,43.47506522466754
19,365,61.67842560169323,2.38231392,63.98176929636229,82.1459503644284,245.6082009117034,7.0,0.0,0.0,0.0,8.0,51.694808248669474,0.0,0.0,0.0,26.60295569425641
20,365,89.30157894293707,1.91936256,92.6364926793953,93.90639366057746,347.19943898234624,9.0,0.0,0.0,0.0,4.0,51.69480824866948,0.0,0.0,0.0,37.60677069426761
21,365,61.30720260785439,1.7982455999999996,63.59668320316847,97.9211380495924,99.33878273513052,11.0,0.0,0.0,0.0,4.0,51.69480824866948,0.0,0.0,0.0,10.759841186142223
22,365,55.97243484217035,1.6330545599999997,58.06269174499,89.34807104963305,39.49261066613879,10.0,0.0,0.0,0.0,1.0,51.69480824866948,0.0,0.0,0.0,4.277626593500875
23,365,51.69480824866949,1.469136,53.6253197600306,80.5578858550293,0.0,12.0,0.0,0.0,0.0,0.0,51.69480824866949,0.0,0.0,0.0,0.0
