Date,Hour,Charging energy,Price,Energy Purchase from grid,Cost of energy supply from grid at DT,Cost of energy supply on route,EVs slow charging,EVs fast charging 50kW,EVs fast charging 150kW,EVs fast charging 350kW,EVs route charging,Slow Charging pertime,Fast Charging pertime 50kW,Fast Charging pertime 150kW,Fast Charging pertime 350kW,Route Charging pertime
1,0,0.0,0.02325168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,0.0159638399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.0,0.0010411199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,0.0,0.00092544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,0.0,0.0005784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,0.0,0.00092544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,0.0,0.0010411199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,0.0,0.00613104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,0.0,0.0234830399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,0.0,0.0358608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,10,0.0,0.0512462399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,11,0.0,0.0701020799999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,12,0.0,0.0701020799999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,13,26.798025398324143,0.06570624,27.798781533531272,0.0,247.40915564842834,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,26.798025398324143
1,14,0.0,0.20486928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,15,37.10069827873112,0.2789044799999999,38.48620153395345,0.0,342.52719365218564,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,37.10069827873112
1,16,46.43467409644395,0.42269472,48.168749062701195,0.0,428.7018666580407,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,46.43467409644395
1,17,34.06858998712087,0.53247504,35.34086098249054,0.0,314.5336627441658,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,34.06858998712087
1,18,24.059900166324418,0.62733264,24.95840266216227,0.0,222.12978369324415,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,24.059900166324418
1,19,115.10901587711535,0.62039184,119.40769281859016,70.23003591701625,106.2554370397577,14.0,0.0,0.0,0.0,7.0,103.60000000000002,0.0,0.0,0.0,11.509015877115326
1,20,151.70416373665896,0.5558424,157.36946445711737,92.01614957393603,10.055422296586304,22.0,0.0,0.0,0.0,1.0,150.61501462498376,0.0,0.0,0.0,1.0891491116751906
1,21,157.67631320994423,0.51685824,163.5646402592803,89.95372168322693,0.0,25.0,0.0,0.0,0.0,0.0,157.67631320994423,0.0,0.0,0.0,0.0
