Hour,Date,Charging energy,Price,Energy Purchase from grid,Cost of energy supply from grid at DT,Cost of energy supply on route,EVs slow charging,EVs fast charging 50kW,EVs fast charging 150kW,EVs fast charging 350kW,EVs route charging,Slow Charging pertime,Fast Charging pertime 50kW,Fast Charging pertime 150kW,Fast Charging pertime 350kW,Route Charging pertime
0,365,245.13511081987303,1.5107807999999998,254.28953404551373,392.5927292538147,0.0,38.0,0.0,0.0,0.0,0.0,245.13511081987303,0.0,0.0,0.0,0.0
1,365,245.1351108198733,1.37103936,254.2895340455137,357.0579435893654,0.0,39.0,0.0,0.0,0.0,0.0,245.1351108198733,0.0,0.0,0.0,0.0
2,365,245.1351108198729,1.35125808,254.28953404551373,352.0277711153419,0.0,38.0,0.0,0.0,0.0,0.0,245.1351108198729,0.0,0.0,0.0,0.0
3,365,245.1351108198731,1.3603968,254.2895340455137,354.3516519659143,0.0,38.0,0.0,0.0,0.0,0.0,245.1351108198731,0.0,0.0,0.0,0.0
4,365,245.1351108198733,1.41603888,254.28953404551373,368.5008505624375,0.0,40.0,0.0,0.0,0.0,0.0,245.1351108198733,0.0,0.0,0.0,0.0
5,365,245.1351108198731,1.58990592,254.28953404551376,412.7134191499102,0.0,38.0,0.0,0.0,0.0,0.0,245.1351108198731,0.0,0.0,0.0,0.0
6,365,245.13511081987343,2.33581056,254.289534045514,602.3891624978971,0.0,39.0,0.0,0.0,0.0,0.0,245.13511081987343,0.0,0.0,0.0,0.0
7,365,269.369232421158,2.53940736,279.42866433730444,651.0239590458708,255.79193633757555,38.0,0.0,0.0,0.0,1.0,245.135110819873,0.0,0.0,0.0,27.70600299206998
8,365,311.7972559377251,3.840576,323.44113686486344,968.584031918658,675.0314795646784,37.0,0.0,0.0,0.0,4.0,245.1351108198728,0.0,0.0,0.0,73.11576924723033
9,365,464.0488770170324,3.0290808,481.3785031297033,379.4847251213558,3327.7956488087025,23.0,0.0,0.0,0.0,14.0,168.6082987551865,0.0,0.0,0.0,360.4488770170325
10,365,529.5023768423216,2.89072752,549.2763245252302,87.04223654771937,4751.920284125171,5.0,0.0,0.0,0.0,23.0,37.0,0.0,0.0,0.0,514.7023768423217
11,365,1037.262680523897,2.58359712,1075.9986312488556,16.603055136929772,9576.387818114816,2.0,0.0,0.0,0.0,40.0,14.8,0.0,0.0,0.0,1037.262680523897
12,365,1112.325147944809,2.4767088,1153.8642613535362,0.0,10269.391926046475,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,1112.325147944809
13,365,1327.489804749726,2.45681184,1377.0641128109191,0.0,12255.870604017182,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,1327.489804749726
14,365,1593.1026282988355,2.45981952,1652.596087446925,0.0,14708.105178277636,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,1593.1026282988355
15,365,1365.467715280709,2.62524192,1416.4602855609012,0.0,12606.496541492024,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,1365.467715280709
16,365,1176.114028832563,3.03926064,1220.035299618842,0.0,10858.314166607692,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,1176.114028832563
17,365,857.2048446763841,3.00606048,889.2166438551703,0.0,7914.028130311015,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,857.2048446763841
18,365,464.6679645618236,2.9909064,482.0207101263735,107.7771556846489,4016.706311825966,8.0,0.0,0.0,0.0,20.0,59.2,0.0,0.0,0.0,435.0679645618236
19,365,405.2684823269077,2.38231392,420.4029899656754,596.7412495446066,1478.4097576894414,37.0,0.0,0.0,0.0,9.0,245.13511081987264,0.0,0.0,0.0,160.13337150703614
20,365,292.312703957168,1.91936256,303.2289460136628,496.4907946237108,435.5607665165289,38.0,0.0,0.0,0.0,5.0,245.13511081987303,0.0,0.0,0.0,47.17759313729593
21,365,266.01375714637624,1.7982455999999996,275.9478808572408,465.69201930030135,192.75928662437192,37.0,0.0,0.0,0.0,2.0,245.1351108198727,0.0,0.0,0.0,20.878646326505
22,365,248.8357130086092,1.6330545599999997,258.1283329964856,411.33085712488577,46.943812024985306,37.0,0.0,0.0,0.0,1.0,245.13511081987264,0.0,0.0,0.0,5.08470053843661
23,365,245.13511081987272,1.469136,254.28953404551373,382.0028924663961,0.0,37.0,0.0,0.0,0.0,0.0,245.13511081987272,0.0,0.0,0.0,0.0
