date,Consumption_kWh_Vehicle_0,Consumption_kWh_Vehicle_1,Consumption_kWh_Vehicle_10,Consumption_kWh_Vehicle_11,Consumption_kWh_Vehicle_12,Consumption_kWh_Vehicle_13,Consumption_kWh_Vehicle_14,Consumption_kWh_Vehicle_15,Consumption_kWh_Vehicle_16,Consumption_kWh_Vehicle_17,Consumption_kWh_Vehicle_18,Consumption_kWh_Vehicle_19,Consumption_kWh_Vehicle_2,Consumption_kWh_Vehicle_20,Consumption_kWh_Vehicle_21,Consumption_kWh_Vehicle_22,Consumption_kWh_Vehicle_23,Consumption_kWh_Vehicle_24,Consumption_kWh_Vehicle_3,Consumption_kWh_Vehicle_4,Consumption_kWh_Vehicle_5,Consumption_kWh_Vehicle_6,Consumption_kWh_Vehicle_7,Consumption_kWh_Vehicle_8,Consumption_kWh_Vehicle_9
2023-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 07:00:00,0.0,0.0,8.71744032212721,0.0,0.0,0.0,0.0,0.0,3.8779020641890614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.577299788919917,6.413110084405954,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 08:00:00,0.0,5.137297917362296,6.106975662860613,4.008479757049669,8.493620455531852,15.240050211851589,0.0,0.0,3.4784620529759795,9.422755006988607,12.294580082055798,7.574047874159319,0.0,0.0,0.0,0.0,0.0,3.4573135247955844,6.017856453509104,0.0,0.0,3.8550646053449453,0.0,14.058288387199175,0.0
2023-01-01 09:00:00,5.426978014343426,7.220416958544978,4.1034158316762985,15.267928166240052,5.636510264693201,3.529376032015087,5.471277906033079,9.620681895686953,2.6929400002007533,6.291384731645938,6.914145700392782,6.674484179929306,4.350142345908432,3.3895991661604152,14.615794136488658,5.0210146705415175,10.517132431761986,9.635448023767832,10.385194166082291,3.8691584819250235,3.6255272910848007,3.7649972490961146,0.0,7.778056601538134,5.839262874261652
2023-01-01 10:00:00,5.427035001729326,7.504761855913972,6.428805311757642,5.740109911620021,6.852219743931398,3.529376032015087,5.566709258125678,10.68905486167696,4.948176145393161,3.6962598340503923,3.5862376267861684,13.570531862387721,7.6298906744879,5.265635135798975,4.119917376232729,13.643059482644842,3.2723554721827366,2.730591421158113,10.162443425492054,13.009799986625683,7.228845777135184,8.434284064442878,5.204893191434367,3.6255272910848007,5.798669251176712
2023-01-01 11:00:00,17.308537408482717,3.5947571288704343,2.959420541201208,5.206457973555635,13.332361958100641,4.58186337707502,13.427696253100391,6.596411459589261,5.293681511998704,7.3385946693003,6.58492080474012,5.759709529544797,4.5313411902061365,8.84614835217648,6.273599772067995,13.960970157964113,9.11746717301117,3.9966301161520223,6.19195488476843,6.61070007208606,3.6255272910848007,12.496025706017706,7.53508545393692,3.6255272910848007,3.569878293388649
2023-01-01 12:00:00,10.298433485731419,5.227048172938662,6.8631365276272245,15.267928166240052,4.8750774714403935,3.529376032015087,7.225579204161852,18.43521745094511,4.284227545208688,16.633169253226765,7.707739458456033,3.015673747197272,8.047258342113418,4.362309056340429,18.539628193047278,7.125910320201384,3.5992368830549215,5.709696222726158,3.0164386533416265,7.865996254981526,3.819874847601673,4.730937685040881,3.631892395945653,3.6255272910848007,11.490037562401179
2023-01-01 13:00:00,4.6686625036134926,6.79667311394684,6.712531195792579,3.3928729258311225,13.332361958100641,3.529376032015087,3.572683374561345,4.365500615081921,6.197568824234469,3.98216775584859,6.86511358148405,5.67656779752903,9.954778630676385,6.710913586192144,9.191883594187164,10.346980854255746,5.420769709869513,3.779019211521798,3.067209497789593,3.8691584819250235,7.352597076679185,3.7649972490961146,13.020076736741027,4.5463863103415,4.199058050912657
2023-01-01 14:00:00,8.91881761102069,3.5947571288704343,4.6659362151104125,4.560607079414791,7.62576708504134,3.529376032015087,5.961569223643231,19.644752767868642,2.85165974219601,8.850178680065143,4.048753773954144,3.015673747197272,14.690931799310588,3.3895991661604152,4.119917376232729,3.6616565340567515,8.918756011137404,2.503657332318642,7.775162949861459,8.790320945351654,10.480898534937742,8.552581113135115,8.439512381881807,8.429391433722332,7.257769433437761
2023-01-01 15:00:00,4.686783147565639,3.8149219873990545,4.546701715600823,4.200690031337017,8.307549545651414,7.217589414454852,2.983932500688976,6.72608221501181,2.8696205661723586,3.6962598340503923,3.1802870974428075,4.596097671239104,4.5068296231154115,3.3895991661604152,4.447155332809068,3.5646784145938653,3.2723554721827366,7.330147034474201,9.118334701221427,6.428579679989659,9.154532248421674,6.460878343618378,4.3510995548225075,6.205942908677535,3.569878293388649
2023-01-01 16:00:00,4.679857551703124,7.3436734891152105,8.462399318946368,10.912671596508876,3.947152812032048,15.882192144067892,5.753959810950144,5.357836390122605,2.6929400002007533,6.467215826067801,5.173457660344334,4.197194714525254,3.2646515109579086,12.141598899972387,5.650692829697094,3.8669798885137516,3.782439129193862,3.736567946132428,7.368315510550681,8.552064370171525,8.779298940416073,6.13606054436765,16.34351578175544,3.9792346959723304,8.262311090809847
2023-01-01 17:00:00,7.35884483644372,3.5947571288704343,4.133917146483839,5.465490191749427,5.042331940759153,6.138659726605807,3.3672972703724753,10.27363175411656,11.272970537766568,5.193873429093378,4.240279201665427,3.0465998327426878,3.2646515109579086,7.291869705845852,9.68582151117717,7.151193743989291,5.526522162825484,2.503657332318642,3.324006320094104,10.299502370885971,3.6255272910848007,10.810094514687732,5.563405021762207,6.891598511367606,3.8152078003041363
2023-01-01 18:00:00,4.02836365676089,4.05672907263411,4.52795048989859,15.267928166240052,2.962747101800143,7.297065232094831,3.848458722191882,6.0427499682702495,2.6929400002007533,4.729627348662589,6.779210515386749,3.015673747197272,5.716095983389356,3.8956037810293838,12.179993786766882,5.581642806360272,4.185468554218987,3.1633484929854845,6.352410419361976,4.531139562928564,4.913353704052882,0.0,8.780370301040028,4.3112736710678,13.841768019663002
2023-01-01 19:00:00,4.02836365676089,0.0,4.445560780833515,8.877838582948097,3.7831072053734363,0.0,0.0,0.0,7.218125848580691,0.0,3.1802870974428075,5.889962997865535,8.725121304862828,3.5022295109322017,6.926180214441728,9.22758308463879,6.4877072879387,4.437070144953902,0.0,3.8691584819250235,4.138575935078282,0.0,0.0,5.222783699007319,5.398930883448015
2023-01-01 20:00:00,0.0,0.0,4.479589734013991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.125723677865449,0.0,5.89465976418643,0.0,0.0,0.0,0.0,0.0,0.0,14.933027735182415,10.121747059112977,0.0,0.0,0.0,0.0
2023-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1802870974428075,0.0,3.2646515109579086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
