date,Consumption_rate_corrected_Vehicle_0,Consumption_rate_corrected_Vehicle_1,Consumption_rate_corrected_Vehicle_10,Consumption_rate_corrected_Vehicle_11,Consumption_rate_corrected_Vehicle_12,Consumption_rate_corrected_Vehicle_13,Consumption_rate_corrected_Vehicle_14,Consumption_rate_corrected_Vehicle_15,Consumption_rate_corrected_Vehicle_16,Consumption_rate_corrected_Vehicle_17,Consumption_rate_corrected_Vehicle_18,Consumption_rate_corrected_Vehicle_19,Consumption_rate_corrected_Vehicle_2,Consumption_rate_corrected_Vehicle_20,Consumption_rate_corrected_Vehicle_21,Consumption_rate_corrected_Vehicle_22,Consumption_rate_corrected_Vehicle_23,Consumption_rate_corrected_Vehicle_24,Consumption_rate_corrected_Vehicle_3,Consumption_rate_corrected_Vehicle_4,Consumption_rate_corrected_Vehicle_5,Consumption_rate_corrected_Vehicle_6,Consumption_rate_corrected_Vehicle_7,Consumption_rate_corrected_Vehicle_8,Consumption_rate_corrected_Vehicle_9
2023-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 07:00:00,0.0,0.0,0.3398750748913543,0.0,0.0,0.0,0.0,0.0,0.1631516085210706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16188315097205572,0.2408770356350885,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 08:00:00,0.0,0.16191474429041172,0.2380984250050987,0.1338546000748812,0.32480257873403134,0.489226153746502,0.0,0.0,0.14634631554090433,0.28882621359852795,0.43799441542323786,0.2845541284230879,0.0,0.0,0.0,0.0,0.0,0.1564534258564884,0.22603127099338305,0.0,0.0,0.11600806895450433,0.0,0.4393215120999742,0.0
2023-01-01 09:00:00,0.15263375665340884,0.22756943130781548,0.15998374655474923,0.5098397753088001,0.21554448760903003,0.11329772784640002,0.2077404080107808,0.24968531566542315,0.11329772784640002,0.19284347613677533,0.24631644057649288,0.2507578589479512,0.150969021332148,0.11329772784640002,0.4019343387534381,0.1595850978665653,0.36413134762022475,0.4360318617819712,0.3900688982875048,0.11329772784640002,0.11329772784640002,0.11329772784640002,0.0,0.2430642687980667,0.18532150442689033
2023-01-01 10:00:00,0.1526353594236373,0.2365312692405906,0.250645901326043,0.19167868198772575,0.2620341531074217,0.11329772784640002,0.21136386643516022,0.2774127724251367,0.20818032121584965,0.11329772784640002,0.12775971545425727,0.5098397753088001,0.2647906749723098,0.1760044380793195,0.11329772784640002,0.4336233063629814,0.11329772784640002,0.12356715102365011,0.3817023589060328,0.3809564237563785,0.2259014305354745,0.2538076809330713,0.16236785344494428,0.11329772784640002,0.1840331789203613
2023-01-01 11:00:00,0.4868026146135764,0.11329772784640002,0.11538172226114327,0.17385851796589993,0.5098397753088001,0.14708399026239377,0.5098397753088001,0.17119650097618733,0.22271646869489756,0.2249425470466241,0.23458780366886678,0.21639011957416346,0.157257416059247,0.29568348921594545,0.17252399373186986,0.4437275999296401,0.31567118034621056,0.1808590598071864,0.23257042492626773,0.1935762779271695,0.11329772784640002,0.37603515379510716,0.23505874293316684,0.11329772784640002,0.11329772784640002
2023-01-01 12:00:00,0.28964344178619617,0.16474344722245968,0.2675795824373013,0.5098397753088001,0.1864267119707163,0.11329772784640002,0.2743499412324899,0.4784487355998663,0.18024658789758377,0.5098397753088001,0.2745882182074962,0.11329772784640002,0.27927516382504125,0.1458106637449396,0.5098397753088001,0.22648591379540012,0.12461523948040992,0.2583802505149358,0.11329772784640002,0.23033419465782648,0.11937108898755228,0.14236517448365235,0.11329772784640002,0.11329772784640002,0.36466093286730356
2023-01-01 13:00:00,0.13130613291412946,0.21421408821765442,0.26170779019727747,0.11329772784640002,0.5098397753088001,0.11329772784640002,0.13565216658183396,0.11329772784640002,0.26074493523996256,0.12206137525414348,0.24456967134036933,0.2132665159896061,0.3454744851889563,0.22431303048447904,0.252776798840147,0.32886260260056077,0.1876815940467328,0.17101153765191954,0.11520468567908307,0.11329772784640002,0.22976865864622453,0.11329772784640002,0.4061643214719853,0.14207457219817188,0.1332660940135147
2023-01-01 14:00:00,0.25084174530995695,0.11329772784640002,0.18191525974931613,0.1522917100030586,0.2916151983731923,0.11329772784640002,0.2263564096312001,0.5098397753088001,0.11997540582329101,0.27127560845398135,0.14423685319711638,0.11329772784640002,0.5098397753088001,0.11329772784640002,0.11329772784640002,0.11638002568874652,0.3087912666787022,0.11329772784640002,0.29203587312440177,0.2574005161074352,0.32752807921680444,0.25736752067292323,0.2632725512645051,0.26341848230382287,0.23034084595108367
2023-01-01 15:00:00,0.13181577602528358,0.12023677193997273,0.17726655176245537,0.14027305069815513,0.3176870840315112,0.23169434873707104,0.11329772784640002,0.17456184283566278,0.1207310559850539,0.11329772784640002,0.11329772784640002,0.17267365993933473,0.15640675716104235,0.11329772784640002,0.12229677165224936,0.11329772784640002,0.11329772784640002,0.3317103315479825,0.34248553414037175,0.18824338016260136,0.2860791327631773,0.19442320612577105,0.1357335624109304,0.19393571589617298,0.11329772784640002
2023-01-01 16:00:00,0.13162099364165036,0.23145416798270335,0.32993155054781137,0.36440530595926657,0.15094215932032878,0.5098397753088001,0.2184736325468588,0.13905179329868406,0.11329772784640002,0.1982330494831147,0.18430442914976689,0.1576870259677741,0.11329772784640002,0.40583428905768126,0.15539405281667007,0.12290590736114122,0.1309581928668444,0.16909049524298655,0.27675464391625154,0.25042382369783833,0.2743530918880023,0.18464866548619668,0.5098397753088001,0.12435108424913532,0.2622221253543879
2023-01-01 17:00:00,0.2069675110249796,0.11329772784640002,0.1611729301076534,0.18250834435253965,0.1928226515142762,0.19705925147611705,0.1278538068902357,0.2666313069458103,0.47427790738492104,0.15920256817909822,0.15105994655933083,0.11445960924246797,0.11329772784640002,0.24373155317953432,0.26636009155737217,0.22728950787435545,0.19134302775585937,0.11329772784640002,0.12484999918580589,0.3015927680453703,0.11329772784640002,0.32530147176415275,0.173551713359831,0.2153624534802377,0.12108378479928797
2023-01-01 18:00:00,0.11329772784640002,0.12785792473337473,0.1765354800252994,0.5098397753088001,0.11329772784640002,0.23424562960815562,0.14612315420483707,0.156827338194311,0.11329772784640002,0.1449725009122178,0.24150937461065294,0.11329772784640002,0.19837360431770062,0.130210988186084,0.3349498291360892,0.1774037862775547,0.1449121530948052,0.1431506588442253,0.2385971503395922,0.13268203394432176,0.15354230325165255,0.0,0.2739056933152412,0.13472730222086876,0.4392981320705348
2023-01-01 19:00:00,0.11329772784640002,0.0,0.17332327466408895,0.2964564136715293,0.1446689291528561,0.0,0.0,0.0,0.303681945343229,0.0,0.11329772784640002,0.22128369336296205,0.30279998208296377,0.1170624096048201,0.19046995589714752,0.2932842953583972,0.22462183613740913,0.20079024362843342,0.0,0.11329772784640002,0.1293304979711963,0.0,0.0,0.16321199059397873,0.1713466263057903
