date,Distance_km_Vehicle_0,Distance_km_Vehicle_1,Distance_km_Vehicle_10,Distance_km_Vehicle_11,Distance_km_Vehicle_12,Distance_km_Vehicle_13,Distance_km_Vehicle_14,Distance_km_Vehicle_15,Distance_km_Vehicle_16,Distance_km_Vehicle_17,Distance_km_Vehicle_18,Distance_km_Vehicle_19,Distance_km_Vehicle_2,Distance_km_Vehicle_20,Distance_km_Vehicle_21,Distance_km_Vehicle_22,Distance_km_Vehicle_23,Distance_km_Vehicle_24,Distance_km_Vehicle_25,Distance_km_Vehicle_26,Distance_km_Vehicle_27,Distance_km_Vehicle_28,Distance_km_Vehicle_29,Distance_km_Vehicle_3,Distance_km_Vehicle_4,Distance_km_Vehicle_5,Distance_km_Vehicle_6,Distance_km_Vehicle_7,Distance_km_Vehicle_8,Distance_km_Vehicle_9
2023-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 07:00:00,0.0,0.0,8.180829203081338,0.0,0.0,0.0,0.0,0.0,7.112462867851037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.575932084643045,0.0,0.0,0.0,0.0,0.0,8.22106792742081,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 08:00:00,0.0,10.266046549493705,8.180829203081338,9.317027707060205,7.9430799187711925,9.96837972930982,0.0,0.0,7.112462867851037,10.556665747346104,10.036178439519642,8.353592846457284,0.0,0.0,0.0,0.0,0.0,6.575932084643045,15.629528576837327,9.618526446636231,6.258009783955601,12.805711443883437,8.109308780254878,8.22106792742081,0.0,0.0,10.657019727468848,0.0,12.289054958434132,0.0
2023-01-01 09:00:00,12.749033375540389,10.266046549493705,8.180829203081338,9.317027707060205,7.9430799187711925,9.96837972930982,7.5855585478711,11.715166897011024,7.112462867851037,10.556665747346104,10.036178439519642,8.353592846457284,9.728984072946023,9.251460876530833,13.037904711359534,9.67063260597747,8.814489708639616,6.575932084643045,15.629528576837327,9.618526446636231,6.258009783955601,12.805711443883437,8.109308780254878,8.22106792742081,10.668449179271581,11.361378205232105,10.657019727468848,0.0,12.289054958434132,10.17273188040896
2023-01-01 10:00:00,12.749033375540389,10.266046549493705,8.180829203081338,9.317027707060205,7.9430799187711925,9.96837972930982,7.5855585478711,11.715166897011024,7.112462867851037,10.556665747346104,10.036178439519642,8.353592846457284,9.728984072946023,9.251460876530833,13.037904711359534,9.67063260597747,8.814489708639616,6.575932084643045,15.629528576837327,9.618526446636231,6.258009783955601,12.805711443883437,8.109308780254878,8.22106792742081,10.668449179271581,11.361378205232105,10.657019727468848,9.103775298215641,12.289054958434132,10.17273188040896
2023-01-01 11:00:00,12.749033375540389,10.266046549493705,8.180829203081338,9.317027707060205,7.9430799187711925,9.96837972930982,7.5855585478711,11.715166897011024,7.112462867851037,10.556665747346104,10.036178439519642,8.353592846457284,9.728984072946023,9.251460876530833,13.037904711359534,9.67063260597747,8.814489708639616,6.575932084643045,15.629528576837327,9.618526446636231,6.258009783955601,12.805711443883437,8.109308780254878,8.22106792742081,10.668449179271581,11.361378205232105,10.657019727468848,9.103775298215641,12.289054958434132,10.17273188040896
2023-01-01 12:00:00,12.749033375540389,10.266046549493705,8.180829203081338,9.317027707060205,7.9430799187711925,9.96837972930982,7.5855585478711,11.715166897011024,7.112462867851037,10.556665747346104,10.036178439519642,8.353592846457284,9.728984072946023,9.251460876530833,13.037904711359534,9.67063260597747,8.814489708639616,6.575932084643045,15.629528576837327,9.618526446636231,6.258009783955601,12.805711443883437,8.109308780254878,8.22106792742081,10.668449179271581,11.361378205232105,10.657019727468848,9.103775298215641,12.289054958434132,10.17273188040896
2023-01-01 13:00:00,12.749033375540389,10.266046549493705,8.180829203081338,9.317027707060205,7.9430799187711925,9.96837972930982,7.5855585478711,11.715166897011024,7.112462867851037,10.556665747346104,10.036178439519642,8.353592846457284,9.728984072946023,9.251460876530833,13.037904711359534,9.67063260597747,8.814489708639616,6.575932084643045,15.629528576837327,9.618526446636231,6.258009783955601,12.805711443883437,8.109308780254878,8.22106792742081,10.668449179271581,11.361378205232105,10.657019727468848,9.103775298215641,12.289054958434132,10.17273188040896
2023-01-01 14:00:00,12.749033375540389,10.266046549493705,8.180829203081338,9.317027707060205,7.9430799187711925,9.96837972930982,7.5855585478711,11.715166897011024,7.112462867851037,10.556665747346104,10.036178439519642,8.353592846457284,9.728984072946023,9.251460876530833,13.037904711359534,9.67063260597747,8.814489708639616,6.575932084643045,15.629528576837327,9.618526446636231,6.258009783955601,12.805711443883437,8.109308780254878,8.22106792742081,10.668449179271581,11.361378205232105,10.657019727468848,9.103775298215641,12.289054958434132,10.17273188040896
2023-01-01 15:00:00,12.749033375540389,10.266046549493705,8.180829203081338,9.317027707060205,7.9430799187711925,9.96837972930982,7.5855585478711,11.715166897011024,7.112462867851037,10.556665747346104,10.036178439519642,8.353592846457284,9.728984072946023,9.251460876530833,13.037904711359534,9.67063260597747,8.814489708639616,6.575932084643045,15.629528576837327,9.618526446636231,6.258009783955601,12.805711443883437,8.109308780254878,8.22106792742081,10.668449179271581,11.361378205232105,10.657019727468848,9.103775298215641,12.289054958434132,10.17273188040896
2023-01-01 16:00:00,12.749033375540389,10.266046549493705,8.180829203081338,9.317027707060205,7.9430799187711925,9.96837972930982,7.5855585478711,11.715166897011024,7.112462867851037,10.556665747346104,10.036178439519642,8.353592846457284,9.728984072946023,9.251460876530833,13.037904711359534,9.67063260597747,8.814489708639616,6.575932084643045,15.629528576837327,9.618526446636231,6.258009783955601,12.805711443883437,8.109308780254878,8.22106792742081,10.668449179271581,11.361378205232105,10.657019727468848,9.103775298215641,12.289054958434132,10.17273188040896
2023-01-01 17:00:00,12.749033375540389,10.266046549493705,8.180829203081338,9.317027707060205,7.9430799187711925,9.96837972930982,7.5855585478711,11.715166897011024,7.112462867851037,10.556665747346104,10.036178439519642,8.353592846457284,9.728984072946023,9.251460876530833,13.037904711359534,9.67063260597747,8.814489708639616,6.575932084643045,15.629528576837327,9.618526446636231,6.258009783955601,12.805711443883437,8.109308780254878,8.22106792742081,10.668449179271581,11.361378205232105,10.657019727468848,9.103775298215641,12.289054958434132,10.17273188040896
