date,Consumption_rate_corrected_Vehicle_0,Consumption_rate_corrected_Vehicle_1,Consumption_rate_corrected_Vehicle_10,Consumption_rate_corrected_Vehicle_11,Consumption_rate_corrected_Vehicle_12,Consumption_rate_corrected_Vehicle_13,Consumption_rate_corrected_Vehicle_14,Consumption_rate_corrected_Vehicle_15,Consumption_rate_corrected_Vehicle_16,Consumption_rate_corrected_Vehicle_17,Consumption_rate_corrected_Vehicle_18,Consumption_rate_corrected_Vehicle_19,Consumption_rate_corrected_Vehicle_2,Consumption_rate_corrected_Vehicle_20,Consumption_rate_corrected_Vehicle_21,Consumption_rate_corrected_Vehicle_22,Consumption_rate_corrected_Vehicle_23,Consumption_rate_corrected_Vehicle_24,Consumption_rate_corrected_Vehicle_25,Consumption_rate_corrected_Vehicle_26,Consumption_rate_corrected_Vehicle_27,Consumption_rate_corrected_Vehicle_28,Consumption_rate_corrected_Vehicle_29,Consumption_rate_corrected_Vehicle_3,Consumption_rate_corrected_Vehicle_4,Consumption_rate_corrected_Vehicle_5,Consumption_rate_corrected_Vehicle_6,Consumption_rate_corrected_Vehicle_7,Consumption_rate_corrected_Vehicle_8,Consumption_rate_corrected_Vehicle_9
2023-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 07:00:00,0.0,0.0,0.3398750748913543,0.0,0.0,0.0,0.0,0.0,0.1631516085210706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2539026816924023,0.0,0.0,0.0,0.0,0.0,0.2408770356350885,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 08:00:00,0.0,0.16191474429041172,0.2380984250050987,0.1338546000748812,0.32480257873403134,0.489226153746502,0.0,0.0,0.14634631554090433,0.28882621359852795,0.43799441542323786,0.2845541284230879,0.0,0.0,0.0,0.0,0.0,0.2475020388560913,0.36358839989066094,0.5098397753088001,0.23759593505809937,0.4408351537581809,0.1722972395909175,0.22603127099338305,0.0,0.0,0.11600806895450433,0.0,0.4393215120999742,0.0
2023-01-01 09:00:00,0.15263375665340884,0.22756943130781548,0.15998374655474923,0.5098397753088001,0.21554448760903003,0.11329772784640002,0.2077404080107808,0.24968531566542315,0.11329772784640002,0.19284347613677533,0.24631644057649288,0.2507578589479512,0.150969021332148,0.15366271207617094,0.5014697246632516,0.2512004001595756,0.465737486550077,0.5098397753088001,0.3111663334983747,0.47025937979257004,0.34278000102432254,0.2863237136813562,0.2731983553379569,0.3900688982875048,0.11329772784640002,0.11329772784640002,0.11329772784640002,0.0,0.2430642687980667,0.18532150442689033
2023-01-01 10:00:00,0.1526353594236373,0.2365312692405906,0.250645901326043,0.19167868198772575,0.2620341531074217,0.11329772784640002,0.21136386643516022,0.2774127724251367,0.20818032121584965,0.11329772784640002,0.12775971545425727,0.5098397753088001,0.2647906749723098,0.2703025371832304,0.14325532215176517,0.5098397753088001,0.11329772784640002,0.20743532157333483,0.5098397753088001,0.4436251885003138,0.3243457520671698,0.3141375437388609,0.1756811257327545,0.3817023589060328,0.3809564237563785,0.2259014305354745,0.2538076809330713,0.16236785344494428,0.11329772784640002,0.1840331789203613
2023-01-01 11:00:00,0.4868026146135764,0.11329772784640002,0.11538172226114327,0.17385851796589993,0.5098397753088001,0.14708399026239377,0.5098397753088001,0.17119650097618733,0.22271646869489756,0.2249425470466241,0.23458780366886678,0.21639011957416346,0.157257416059247,0.3985326927529442,0.26629225777236004,0.5098397753088001,0.4185274842209891,0.27586304850232063,0.2980290167607346,0.18547904209646246,0.17881200963580457,0.16481889346713757,0.3006126118131813,0.23257042492626773,0.1935762779271695,0.11329772784640002,0.37603515379510716,0.23505874293316684,0.11329772784640002,0.11329772784640002
2023-01-01 12:00:00,0.28964344178619617,0.16474344722245968,0.2675795824373013,0.5098397753088001,0.1864267119707163,0.11329772784640002,0.2743499412324899,0.4784487355998663,0.18024658789758377,0.5098397753088001,0.2745882182074962,0.11329772784640002,0.27927516382504125,0.23479094080804186,0.5098397753088001,0.32644610061801954,0.20875067031337757,0.36027381106100803,0.5077036055075396,0.35599605893842035,0.21003045436219298,0.18887472813295916,0.22272236253545796,0.11329772784640002,0.23033419465782648,0.11937108898755228,0.14236517448365235,0.11329772784640002,0.11329772784640002,0.36466093286730356
2023-01-01 13:00:00,0.13130613291412946,0.21421408821765442,0.26170779019727747,0.11329772784640002,0.5098397753088001,0.11329772784640002,0.13565216658183396,0.11329772784640002,0.26074493523996256,0.12206137525414348,0.24456967134036933,0.2132665159896061,0.3454744851889563,0.32409939823539474,0.35441042517736954,0.4315488301426504,0.28361462892049566,0.26454322625879156,0.41654899959039055,0.5066012835891108,0.22942308964981517,0.1875017594910291,0.26620817850822814,0.11520468567908307,0.11329772784640002,0.22976865864622453,0.11329772784640002,0.4061643214719853,0.14207457219817188,0.1332660940135147
2023-01-01 14:00:00,0.25084174530995695,0.11329772784640002,0.18191525974931613,0.1522917100030586,0.2916151983731923,0.11329772784640002,0.2263564096312001,0.5098397753088001,0.11997540582329101,0.27127560845398135,0.14423685319711638,0.11329772784640002,0.5098397753088001,0.11329772784640002,0.12892566056004676,0.19833816360824758,0.41168210547025563,0.14360889426849074,0.16457669147648515,0.179076787712475,0.5098397753088001,0.41812811987198306,0.3121627507374192,0.29203587312440177,0.2574005161074352,0.32752807921680444,0.25736752067292323,0.2632725512645051,0.26341848230382287,0.23034084595108367
2023-01-01 15:00:00,0.13181577602528358,0.12023677193997273,0.17726655176245537,0.14027305069815513,0.3176870840315112,0.23169434873707104,0.11329772784640002,0.17456184283566278,0.1207310559850539,0.11329772784640002,0.11329772784640002,0.17267365993933473,0.15640675716104235,0.14337838121557,0.20583722790555337,0.166244618011922,0.16583673992382714,0.43434245296673,0.19706118462630193,0.1392393509011946,0.34670833168877324,0.4147698096109899,0.4960151615275599,0.34248553414037175,0.18824338016260136,0.2860791327631773,0.19442320612577105,0.1357335624109304,0.19393571589617298,0.11329772784640002
